00 000 96 000 US US Total Mig - US & For            3215404    6063206   147101484    23659
00 000 96 000 US US Total Mig - US & For            3215404    6063206   147101484    23659
00 000 97 000 US US Total Mig - US                  3006642    5744556   141929864    24561
00 000 98 000 US US Total Mig - Foreign              208762     318650     5171621    10368
