00 000 96 000 US US Total Mig - US & For            3119064    5950848   146505025    24430
00 000 96 000 US US Total Mig - US & For            3119064    5950848   146505025    24430
00 000 97 000 US US Total Mig - US                  3006642    5744556   141929864    24561
00 000 98 000 US US Total Mig - Foreign              112422     206292     4575161    21459
