05 000 06 000 CA CALIFORNIA                            2370       5111       87548    20275
05 000 47 000 TN TENNESSEE                             1937       3945       71309    22247
05 000 12 000 FL FLORIDA                               1702       3391       87070    21104
05 000 22 000 LA LOUISIANA                             1449       3141       62162    23129
05 000 17 000 IL ILLINOIS                              1189       2325       47465    19865
05 000 28 000 MS MISSISSIPPI                           1049       2217       46714    21931
05 000 57 000 FR Foreign                                982       1602       22884    11493
05 000 13 000 GA GEORGIA                                792       1723       37833    21122
05 000 20 000 KS KANSAS                                 702       1382       31108    22631
05 000 37 000 NC NORTH CAROLINA                         678       1420       37569    25565
05 000 04 000 AZ ARIZONA                                667       1310       26250    22643
05 000 26 000 MI MICHIGAN                               663       1375       22824    17266
05 000 08 000 CO COLORADO                               509        984       22544    26693
05 000 18 000 IN INDIANA                                505       1029       18928    19343
05 000 51 000 VA VIRGINIA                               498       1039       23051    27964
05 000 01 000 AL ALABAMA                                482       1020       22694    22737
05 000 39 000 OH OHIO                                   471        943       24258    25184
05 000 55 000 WI WISCONSIN                              410        816       16946    19601
05 000 36 000 NY NEW YORK                               409        773       19163    18845
05 000 53 000 WA WASHINGTON                             372        748       16858    21195
05 000 32 000 NV NEVADA                                 323        599       10785    21547
05 000 27 000 MN MINNESOTA                              314        637       14616    22699
05 000 19 000 IA IOWA                                   313        654       13090    25241
05 000 21 000 KY KENTUCKY                               308        645       11363    20937
05 000 42 000 PA PENNSYLVANIA                           286        571       14540    20832
05 000 45 000 SC SOUTH CAROLINA                         263        562       12723    26303
05 000 35 000 NM NEW MEXICO                             248        509        9486    23181
05 000 41 000 OR OREGON                                 223        451        7267    18386
05 000 24 000 MD MARYLAND                               207        429        9958    28055
05 000 31 000 NE NEBRASKA                               199        433        9790    22499
05 000 34 000 NJ NEW JERSEY                             180        364       10393    34999
05 000 49 000 UT UTAH                                   178        433        8052    29791
05 000 02 000 AK ALASKA                                 170        361        7887    33268
05 000 25 000 MA MASSACHUSETTS                          131        240        6085    23166
05 000 15 000 HI HAWAII                                 122        257        4436    24544
05 000 56 000 WY WYOMING                                 99        204        5192    31562
05 000 09 000 CT CONNECTICUT                             98        210       12444    39166
05 000 16 000 ID IDAHO                                   91        197        2747    23076
05 000 46 000 SD SOUTH DAKOTA                            75        144        3003    24317
05 000 54 000 WV WEST VIRGINIA                           68        150        4977    27499
05 000 23 000 ME MAINE                                   66        131        2620    32499
05 000 30 000 MT MONTANA                                 62        109        1634    19544
05 000 38 000 ND NORTH DAKOTA                            51        115        2335    27142
05 000 33 000 NH NEW HAMPSHIRE                           46        101        2661    37499
05 000 10 000 DE DELAWARE                                40         76        1486    24999
05 000 44 000 RI RHODE ISLAND                            38         68        1213    17916
05 000 11 000 DC DISTRICT OF COLUMBIA                    28         31        1012    28332
05 000 50 000 VT VERMONT                                 20         36         992    27499
06 000 96 000 CA CA Total Mig - US & For             251841     426523    12317275    24037
06 000 97 000 CA CA Total Mig - US                   224706     388244    11577607    25550
06 000 98 000 CA CA Total Mig - Foreign               27135      38279      739668    11604
06 000 06 000 CA CA Non-Migrants                   12434953   27732366   833035738    38263
06 000 57 000 FR Foreign                              27135      38279      739668    11604
06 000 48 000 TX TEXAS                                18381      34903     1016611    25617
06 000 04 000 AZ ARIZONA                              15529      29106      681018    24334
06 000 36 000 NY NEW YORK                             14540      20926     1019493    33202
06 000 32 000 NV NEVADA                               14413      26676      558721    21874
06 000 53 000 WA WASHINGTON                           13073      23029      744060    25637
06 000 12 000 FL FLORIDA                              12262      20292      568628    25439
06 000 17 000 IL ILLINOIS                              9719      15934      604144    30445
06 000 41 000 OR OREGON                                8337      14486      342456    21249
06 000 08 000 CO COLORADO                              8075      13929      413317    26021
06 000 51 000 VA VIRGINIA                              7449      13796      447461    35153
06 000 25 000 MA MASSACHUSETTS                         6820       9731      441229    32548
06 000 26 000 MI MICHIGAN                              6102      10248      317411    24566
06 000 42 000 PA PENNSYLVANIA                          5846       9075      351136    27016
06 000 13 000 GA GEORGIA                               5646      10485      272160    23536
06 000 34 000 NJ NEW JERSEY                            5440       9410      417611    37719
06 000 39 000 OH OHIO                                  5358       8463      266818    24833
06 000 15 000 HI HAWAII                                5303       9312      227880    25962
06 000 37 000 NC NORTH CAROLINA                        5189       9632      243041    24445
06 000 24 000 MD MARYLAND                              4034       6706      234361    31322
06 000 49 000 UT UTAH                                  4013       8056      166163    23911
06 000 29 000 MO MISSOURI                              3746       6430      162423    22478
06 000 27 000 MN MINNESOTA                             3560       5698      192352    24964
06 000 18 000 IN INDIANA                               3015       5221      131148    22590
06 000 55 000 WI WISCONSIN                             2953       4734      132183    22904
06 000 47 000 TN TENNESSEE                             2810       5066      123877    23244
06 000 35 000 NM NEW MEXICO                            2596       4406      107015    23213
06 000 09 000 CT CONNECTICUT                           2504       3917      213924    31636
