"State_Code_Dest","County_Code_Dest","State_Code_Origin","County_Code_Origin","State_Abbrv","State_Name","Return_Num","Exmpt_Num","Aggr_AGI"
"20","000","13","000","GA","GEORGIA",858,2133,39923
"20","000","19","000","IA","IOWA",809,1469,36289
"20","000","37","000","NC","NORTH CAROLINA",732,1668,31290
"20","000","51","000","VA","VIRGINIA",708,1652,38411
"20","000","53","000","WA","WASHINGTON",656,1401,26843
"20","000","36","000","NY","NEW YORK",641,1329,29453
"20","000","05","000","AR","ARKANSAS",640,1344,23352
"20","000","39","000","OH","OHIO",590,1209,31654
"20","000","26","000","MI","MICHIGAN",587,1238,27829
"20","000","18","000","IN","INDIANA",549,1091,21711
"20","000","47","000","TN","TENNESSEE",527,1063,20351
"20","000","27","000","MN","MINNESOTA",490,945,29830
"20","000","42","000","PA","PENNSYLVANIA",453,888,19783
"20","000","55","000","WI","WISCONSIN",417,804,17809
"20","000","32","000","NV","NEVADA",402,836,21394
"20","000","01","000","AL","ALABAMA",379,865,15589
"20","000","35","000","NM","NEW MEXICO",351,798,14528
"20","000","21","000","KY","KENTUCKY",331,814,13908
"20","000","22","000","LA","LOUISIANA",331,737,14105
"20","000","24","000","MD","MARYLAND",269,583,17772
"20","000","45","000","SC","SOUTH CAROLINA",263,599,10481
"20","000","41","000","OR","OREGON",258,494,8421
"20","000","49","000","UT","UTAH",228,538,9006
"20","000","15","000","HI","HAWAII",224,551,10135
"20","000","34","000","NJ","NEW JERSEY",221,469,15838
"20","000","46","000","SD","SOUTH DAKOTA",221,371,7751
"20","000","28","000","MS","MISSISSIPPI",185,395,6710
"20","000","25","000","MA","MASSACHUSETTS",174,324,10847
"20","000","56","000","WY","WYOMING",173,337,6070
"20","000","16","000","ID","IDAHO",169,393,5604
"20","000","02","000","AK","ALASKA",158,368,7112
"20","000","38","000","ND","NORTH DAKOTA",141,264,5091
"20","000","30","000","MT","MONTANA",138,278,4796
"20","000","09","000","CT","CONNECTICUT",106,226,9701
"20","000","54","000","WV","WEST VIRGINIA",81,155,3173
"20","000","23","000","ME","MAINE",65,115,2179
"20","000","33","000","NH","NEW HAMPSHIRE",57,114,2973
"20","000","11","000","DC","DISTRICT OF COLUMBIA",46,80,2420
"20","000","10","000","DE","DELAWARE",41,86,1586
"20","000","50","000","VT","VERMONT",37,62,1073
"20","000","44","000","RI","RHODE ISLAND",22,55,1348
"21","000","96","000","KY","KY Total Mig - US & For",43669,86445,1628595
"21","000","97","000","KY","KY Total Mig - US",42170,83888,1601836
"21","000","98","000","KY","KY Total Mig - Foreign",1499,2557,26759
"21","000","21","000","KY","KY Non-Migrants",1506384,3287540,75300478
"21","000","39","000","OH","OHIO",6713,12083,248131
"21","000","18","000","IN","INDIANA",4990,9477,168237
"21","000","47","000","TN","TENNESSEE",4440,9152,134108
"21","000","12","000","FL","FLORIDA",3512,6722,119086
"21","000","17","000","IL","ILLINOIS",1881,3622,75768
"21","000","48","000","TX","TEXAS",1867,4167,82867
"21","000","26","000","MI","MICHIGAN",1613,3272,63085
"21","000","13","000","GA","GEORGIA",1559,3470,61130
"21","000","57","000","FR","Foreign",1499,2557,26759
"21","000","06","000","CA","CALIFORNIA",1492,2962,66950
"21","000","37","000","NC","NORTH CAROLINA",1405,2997,55576
"21","000","51","000","VA","VIRGINIA",1148,2370,53888
"21","000","36","000","NY","NEW YORK",890,1718,35559
"21","000","29","000","MO","MISSOURI",784,1608,32860
"21","000","54","000","WV","WEST VIRGINIA",772,1540,28208
"21","000","42","000","PA","PENNSYLVANIA",698,1417,28568
"21","000","01","000","AL","ALABAMA",697,1479,27566
"21","000","45","000","SC","SOUTH CAROLINA",633,1272,23636
"21","000","04","000","AZ","ARIZONA",573,1157,22421
"21","000","53","000","WA","WASHINGTON",496,1046,17162
"21","000","55","000","WI","WISCONSIN",440,882,19826
"21","000","08","000","CO","COLORADO",437,922,17469
"21","000","24","000","MD","MARYLAND",408,806,21924
"21","000","34","000","NJ","NEW JERSEY",391,722,22304
"21","000","20","000","KS","KANSAS",366,910,13404
"21","000","28","000","MS","MISSISSIPPI",351,725,13501
"21","000","22","000","LA","LOUISIANA",340,744,11721
"21","000","05","000","AR","ARKANSAS",286,635,13418
"21","000","40","000","OK","OKLAHOMA",279,621,10569
"21","000","27","000","MN","MINNESOTA",248,502,12163
"21","000","32","000","NV","NEVADA",228,447,8489
"21","000","25","000","MA","MASSACHUSETTS",220,408,10738
"21","000","19","000","IA","IOWA",214,411,8116
"21","000","15","000","HI","HAWAII",189,425,6646
"21","000","41","000","OR","OREGON",171,344,6096
"21","000","49","000","UT","UTAH",167,373,6496
"21","000","09","000","CT","CONNECTICUT",158,297,11563
"21","000","02","000","AK","ALASKA",153,320,6521
"21","000","35","000","NM","NEW MEXICO",142,283,5405
"21","000","31","000","NE","NEBRASKA",105,210,3623
"21","000","33","000","NH","NEW HAMPSHIRE",103,191,3956
"21","000","23","000","ME","MAINE",95,168,3113
"21","000","16","000","ID","IDAHO",91,194,3120
"21","000","30","000","MT","MONTANA",75,167,2797
"21","000","10","000","DE","DELAWARE",57,114,2678
"21","000","50","000","VT","VERMONT",56,100,2230
"21","000","46","000","SD","SOUTH DAKOTA",54,98,1975
"21","000","44","000","RI","RHODE ISLAND",51,105,1704
"21","000","56","000","WY","WYOMING",50,95,1999
"21","000","11","000","DC","DISTRICT OF COLUMBIA",48,69,2208
"21","000","38","000","ND","NORTH DAKOTA",34,69,1259
"22","000","96","000","LA","LA Total Mig - US & For",44934,87555,1657114
"22","000","97","000","LA","LA Total Mig - US",43020,84515,1612625
"22","000","98","000","LA","LA Total Mig - Foreign",1914,3040,44489
"22","000","22","000","LA","LA Non-Migrants",1511037,3319473,79788153
"22","000","48","000","TX","TEXAS",10995,22522,403484
"22","000","28","000","MS","MISSISSIPPI",3754,7471,125807
"22","000","12","000","FL","FLORIDA",3524,6653,136254
"22","000","13","000","GA","GEORGIA",2671,5459,91252
"22","000","06","000","CA","CALIFORNIA",2330,4252,84651
"22","000","57","000","FR","Foreign",1914,3040,44489
"22","000","05","000","AR","ARKANSAS",1355,2852,48276
"22","000","01","000","AL","ALABAMA",1354,2739,51669
"22","000","47","000","TN","TENNESSEE",1295,2509,46048
"22","000","37","000","NC","NORTH CAROLINA",1203,2487,42231
"22","000","51","000","VA","VIRGINIA",1112,2247,56743
"22","000","36","000","NY","NEW YORK",985,1701,40715
"22","000","17","000","IL","ILLINOIS",929,1647,37837
"22","000","29","000","MO","MISSOURI",803,1511,28931
"22","000","26","000","MI","MICHIGAN",788,1555,27427
"22","000","39","000","OH","OHIO",716,1356,32995
"22","000","08","000","CO","COLORADO",657,1351,26119
"22","000","40","000","OK","OKLAHOMA",600,1209,22318
"22","000","53","000","WA","WASHINGTON",587,1079,22257
"22","000","42","000","PA","PENNSYLVANIA",545,958,22802
"22","000","45","000","SC","SOUTH CAROLINA",538,1047,20411
"22","000","04","000","AZ","ARIZONA",528,1020,18920
"22","000","18","000","IN","INDIANA",470,901,17305
"22","000","24","000","MD","MARYLAND",453,810,23164
"22","000","21","000","KY","KENTUCKY",431,830,17404
"22","000","32","000","NV","NEVADA",388,748,15724
"22","000","34","000","NJ","NEW JERSEY",375,688,17185
"22","000","20","000","KS","KANSAS",330,738,17345
"22","000","25","000","MA","MASSACHUSETTS",319,506,12471
"22","000","55","000","WI","WISCONSIN",282,548,10945
"22","000","27","000","MN","MINNESOTA",252,465,8435
"22","000","35","000","NM","NEW MEXICO",240,482,10829
"22","000","41","000","OR","OREGON",232,386,-8040
"22","000","15","000","HI","HAWAII",221,464,8301
"22","000","02","000","AK","ALASKA",189,418,8136
"22","000","49","000","UT","UTAH",179,379,7287
"22","000","19","000","IA","IOWA",171,312,6708
"22","000","09","000","CT","CONNECTICUT",169,278,8134
"22","000","31","000","NE","NEBRASKA",137,288,5054
"22","000","11","000","DC","DISTRICT OF COLUMBIA",113,140,7203
"22","000","56","000","WY","WYOMING",104,203,5780
"22","000","54","000","WV","WEST VIRGINIA",97,204,3976
"22","000","16","000","ID","IDAHO",89,168,3443
"22","000","30","000","MT","MONTANA",82,150,2993
"22","000","10","000","DE","DELAWARE",80,156,3363
"22","000","23","000","ME","MAINE",79,129,2503
"22","000","44","000","RI","RHODE ISLAND",74,156,3021
"22","000","33","000","NH","NEW HAMPSHIRE",60,97,2085
"22","000","46","000","SD","SOUTH DAKOTA",54,99,1931
"22","000","38","000","ND","NORTH DAKOTA",51,102,2161
"22","000","50","000","VT","VERMONT",30,45,635
"23","000","96","000","ME","ME Total Mig - US & For",13524,23281,621989
"23","000","97","000","ME","ME Total Mig - US",12994,22444,607372
"23","000","98","000","ME","ME Total Mig - Foreign",530,837,14617
"23","000","23","000","ME","ME Non-Migrants",514898,1038787,26347804
"23","000","25","000","MA","MASSACHUSETTS",1919,3089,99799
"23","000","33","000","NH","NEW HAMPSHIRE",1838,3081,73481
"23","000","12","000","FL","FLORIDA",1352,2292,48760
"23","000","36","000","NY","NEW YORK",758,1280,39013
"23","000","09","000","CT","CONNECTICUT",633,1072,34260
"23","000","06","000","CA","CALIFORNIA",602,1004,25831
"23","000","57","000","FR","Foreign",530,837,14617
"23","000","51","000","VA","VIRGINIA",481,982,32357
"23","000","42","000","PA","PENNSYLVANIA",431,737,22466
"23","000","50","000","VT","VERMONT",367,549,12410
"23","000","48","000","TX","TEXAS",357,678,15824
"23","000","37","000","NC","NORTH CAROLINA",314,580,12946
"23","000","34","000","NJ","NEW JERSEY",300,479,16889
"23","000","24","000","MD","MARYLAND",254,502,15115
"23","000","44","000","RI","RHODE ISLAND",247,456,10455
"23","000","08","000","CO","COLORADO",209,339,8723
"23","000","04","000","AZ","ARIZONA",208,371,13588
"23","000","53","000","WA","WASHINGTON",204,359,9171
"23","000","13","000","GA","GEORGIA",201,394,7982
"23","000","39","000","OH","OHIO",190,377,10665
"23","000","17","000","IL","ILLINOIS",169,288,9846
"23","000","26","000","MI","MICHIGAN",151,275,6857
"23","000","45","000","SC","SOUTH CAROLINA",140,252,6019
"23","000","47","000","TN","TENNESSEE",134,236,4911
"23","000","27","000","MN","MINNESOTA",108,197,7029
"23","000","41","000","OR","OREGON",100,165,5832
"23","000","18","000","IN","INDIANA",99,175,4967
"23","000","55","000","WI","WISCONSIN",92,176,4594
"23","000","15","000","HI","HAWAII",86,169,3320
"23","000","02","000","AK","ALASKA",82,140,4329
"23","000","29","000","MO","MISSOURI",81,151,3838
"23","000","21","000","KY","KENTUCKY",75,139,2703
"23","000","32","000","NV","NEVADA",72,112,2401
"23","000","01","000","AL","ALABAMA",71,120,3169
"23","000","30","000","MT","MONTANA",68,114,2596
"23","000","35","000","NM","NEW MEXICO",65,120,3106
"23","000","49","000","UT","UTAH",64,125,2558
"23","000","19","000","IA","IOWA",58,115,2110
"23","000","40","000","OK","OKLAHOMA",57,109,1653
"23","000","22","000","LA","LOUISIANA",43,85,2317
"23","000","20","000","KS","KANSAS",41,78,1629
"23","000","56","000","WY","WYOMING",41,70,1202
"23","000","11","000","DC","DISTRICT OF COLUMBIA",40,57,2669
"23","000","16","000","ID","IDAHO",33,55,1336
"23","000","54","000","WV","WEST VIRGINIA",33,57,1327
"23","000","10","000","DE","DELAWARE",30,54,1510
"23","000","05","000","AR","ARKANSAS",25,48,787
"23","000","28","000","MS","MISSISSIPPI",25,54,1040
"23","000","46","000","SD","SOUTH DAKOTA",17,33,640
"23","000","31","000","NE","NEBRASKA",15,35,637
"23","000","38","000","ND","NORTH DAKOTA",14,19,708
"24","000","96","000","MD","MD Total Mig - US & For",76447,134150,3768746
"24","000","97","000","MD","MD Total Mig - US",72101,126949,3621210
"24","000","98","000","MD","MD Total Mig - Foreign",4346,7201,147536
"24","000","24","000","MD","MD Non-Migrants",2163741,4515169,152936595
"24","000","51","000","VA","VIRGINIA",11045,19142,580560
"24","000","11","000","DC","DISTRICT OF COLUMBIA",8162,14791,432438
"24","000","42","000","PA","PENNSYLVANIA",7125,11485,330623
"24","000","12","000","FL","FLORIDA",4883,8577,228871
"24","000","36","000","NY","NEW YORK",4823,7760,241270
"24","000","57","000","FR","Foreign",4346,7201,147536
"24","000","06","000","CA","CALIFORNIA",3485,6228,191967
"24","000","37","000","NC","NORTH CAROLINA",3187,5984,126750
"24","000","34","000","NJ","NEW JERSEY",2799,4815,167577
"24","000","48","000","TX","TEXAS",2674,5276,139758
"24","000","13","000","GA","GEORGIA",2172,4153,97117
"24","000","10","000","DE","DELAWARE",2131,3823,87385
"24","000","39","000","OH","OHIO",1663,2737,83846
"24","000","54","000","WV","WEST VIRGINIA",1455,2542,51423
"24","000","25","000","MA","MASSACHUSETTS",1372,2150,80119
"24","000","17","000","IL","ILLINOIS",1284,2237,79739
"24","000","26","000","MI","MICHIGAN",1270,2130,63679
"24","000","45","000","SC","SOUTH CAROLINA",1119,1969,45447
"24","000","08","000","CO","COLORADO",803,1459,45991
"24","000","53","000","WA","WASHINGTON",779,1598,44255
"24","000","04","000","AZ","ARIZONA",773,1417,41085
"24","000","09","000","CT","CONNECTICUT",771,1338,47811
"24","000","47","000","TN","TENNESSEE",747,1387,34288
"24","000","18","000","IN","INDIANA",556,947,25554
"24","000","29","000","MO","MISSOURI",543,975,28863
"24","000","15","000","HI","HAWAII",519,1084,25174
"24","000","01","000","AL","ALABAMA",438,839,21873
"24","000","27","000","MN","MINNESOTA",418,696,22578
"24","000","21","000","KY","KENTUCKY",391,708,19696
"24","000","55","000","WI","WISCONSIN",379,642,24511
"24","000","32","000","NV","NEVADA",365,647,15405
"24","000","22","000","LA","LOUISIANA",345,619,14817
"24","000","20","000","KS","KANSAS",321,679,17319
"24","000","49","000","UT","UTAH",277,548,13618
"24","000","40","000","OK","OKLAHOMA",275,514,11054
"24","000","44","000","RI","RHODE ISLAND",274,479,13108
"24","000","35","000","NM","NEW MEXICO",267,523,14967
"24","000","41","000","OR","OREGON",264,461,12470
"24","000","28","000","MS","MISSISSIPPI",242,459,14636
"24","000","19","000","IA","IOWA",241,399,11629
"24","000","23","000","ME","MAINE",230,443,11007
"24","000","33","000","NH","NEW HAMPSHIRE",218,387,12641
"24","000","31","000","NE","NEBRASKA",199,358,9033
"24","000","05","000","AR","ARKANSAS",172,348,9332
"24","000","02","000","AK","ALASKA",166,356,8129
"24","000","50","000","VT","VERMONT",108,179,4657
"24","000","16","000","ID","IDAHO",104,198,4248
"24","000","30","000","MT","MONTANA",91,160,4037
"24","000","38","000","ND","NORTH DAKOTA",74,138,3594
"24","000","46","000","SD","SOUTH DAKOTA",54,93,2457
"24","000","56","000","WY","WYOMING",48,72,2804
"25","000","96","000","MA","MA Total Mig - US & For",72472,109606,3622214
"25","000","97","000","MA","MA Total Mig - US",65346,100865,3466350
"25","000","98","000","MA","MA Total Mig - Foreign",7126,8741,155864
"25","000","25","000","MA","MA Non-Migrants",2526004,5092348,183986449
"25","000","36","000","NY","NEW YORK",8499,12581,515913
"25","000","57","000","FR","Foreign",7126,8741,155864
"25","000","12","000","FL","FLORIDA",6468,10686,246111
"25","000","33","000","NH","NEW HAMPSHIRE",6077,9124,277745
"25","000","06","000","CA","CALIFORNIA",5026,7515,304271
"25","000","09","000","CT","CONNECTICUT",4893,7224,284060
"25","000","44","000","RI","RHODE ISLAND",4598,7273,210726
"25","000","34","000","NJ","NEW JERSEY",2547,4087,191545
"25","000","42","000","PA","PENNSYLVANIA",2346,3586,151721
"25","000","23","000","ME","MAINE",2063,2932,82836
"25","000","51","000","VA","VIRGINIA",1825,2922,103790
"25","000","48","000","TX","TEXAS",1781,2940,92862
"25","000","37","000","NC","NORTH CAROLINA",1716,2907,79941
"25","000","17","000","IL","ILLINOIS",1527,2358,112509
"25","000","13","000","GA","GEORGIA",1353,2358,63368
"25","000","24","000","MD","MARYLAND",1279,1975,81815
"25","000","39","000","OH","OHIO",1195,1834,66956
"25","000","50","000","VT","VERMONT",1183,1609,52123
"25","000","26","000","MI","MICHIGAN",1038,1644,58213
"25","000","04","000","AZ","ARIZONA",872,1352,40301
"25","000","08","000","CO","COLORADO",861,1247,46795
"25","000","53","000","WA","WASHINGTON",826,1261,45642
"25","000","11","000","DC","DISTRICT OF COLUMBIA",571,683,32804
"25","000","45","000","SC","SOUTH CAROLINA",569,889,23917
"25","000","27","000","MN","MINNESOTA",562,815,31516
"25","000","47","000","TN","TENNESSEE",476,776,23292
"25","000","18","000","IN","INDIANA",469,798,25981
"25","000","55","000","WI","WISCONSIN",440,649,21787
"25","000","29","000","MO","MISSOURI",429,689,28469
"25","000","41","000","OR","OREGON",399,602,19304
"25","000","32","000","NV","NEVADA",364,519,16123
"25","000","15","000","HI","HAWAII",290,462,12235
"25","000","22","000","LA","LOUISIANA",270,422,10655
"25","000","49","000","UT","UTAH",266,508,12261
"25","000","01","000","AL","ALABAMA",247,433,9673
"25","000","21","000","KY","KENTUCKY",212,373,12088
"25","000","19","000","IA","IOWA",202,324,9304
"25","000","35","000","NM","NEW MEXICO",198,297,9432
"25","000","20","000","KS","KANSAS",193,339,9857
"25","000","10","000","DE","DELAWARE",168,261,8723
"25","000","40","000","OK","OKLAHOMA",167,272,6622
"25","000","28","000","MS","MISSISSIPPI",134,192,3701
"25","000","05","000","AR","ARKANSAS",117,171,4281
"25","000","02","000","AK","ALASKA",112,191,5039
"25","000","31","000","NE","NEBRASKA",111,172,4756
"25","000","30","000","MT","MONTANA",103,152,3151
"25","000","54","000","WV","WEST VIRGINIA",91,148,4378
"25","000","16","000","ID","IDAHO",75,115,2846
"25","000","56","000","WY","WYOMING",61,74,1764
"25","000","38","000","ND","NORTH DAKOTA",39,54,1198
"25","000","46","000","SD","SOUTH DAKOTA",38,70,1951
"26","000","96","000","MI","MI Total Mig - US & For",58832,103378,2427162
"26","000","97","000","MI","MI Total Mig - US",50280,93110,2265977
"26","000","98","000","MI","MI Total Mig - Foreign",8552,10268,161185
"26","000","26","000","MI","MI Non-Migrants",3753886,8076187,205888008
"26","000","57","000","FR","Foreign",8552,10268,161185
"26","000","12","000","FL","FLORIDA",5636,9691,212097
"26","000","39","000","OH","OHIO",4506,8366,220034
"26","000","17","000","IL","ILLINOIS",3987,7000,223065
"26","000","18","000","IN","INDIANA",3644,7333,161777
"26","000","06","000","CA","CALIFORNIA",3399,5993,170798
"26","000","48","000","TX","TEXAS",2568,5110,113255
"26","000","36","000","NY","NEW YORK",1855,3208,106854
"26","000","55","000","WI","WISCONSIN",1818,3343,79227
"26","000","04","000","AZ","ARIZONA",1685,2976,59416
"26","000","13","000","GA","GEORGIA",1651,3303,63205
"26","000","37","000","NC","NORTH CAROLINA",1562,2846,57663
"26","000","47","000","TN","TENNESSEE",1529,3107,53439
"26","000","51","000","VA","VIRGINIA",1230,2403,68373
"26","000","42","000","PA","PENNSYLVANIA",1162,2162,63024
"26","000","08","000","CO","COLORADO",1003,1744,38521
"26","000","27","000","MN","MINNESOTA",856,1528,42628
"26","000","29","000","MO","MISSOURI",856,1681,37956
"26","000","21","000","KY","KENTUCKY",824,1626,33108
"26","000","32","000","NV","NEVADA",787,1407,28861
"26","000","53","000","WA","WASHINGTON",741,1361,33460
"26","000","45","000","SC","SOUTH CAROLINA",723,1362,26045
"26","000","01","000","AL","ALABAMA",649,1311,22107
"26","000","34","000","NJ","NEW JERSEY",642,1202,38626
"26","000","25","000","MA","MASSACHUSETTS",618,978,33831
"26","000","24","000","MD","MARYLAND",616,1063,35339
"26","000","19","000","IA","IOWA",462,904,22732
"26","000","22","000","LA","LOUISIANA",376,768,14222
"26","000","05","000","AR","ARKANSAS",366,721,13209
"26","000","41","000","OR","OREGON",365,638,12702
"26","000","40","000","OK","OKLAHOMA",355,761,13667
"26","000","20","000","KS","KANSAS",341,692,16691
"26","000","09","000","CT","CONNECTICUT",330,605,24179
"26","000","28","000","MS","MISSISSIPPI",329,651,10980
"26","000","15","000","HI","HAWAII",302,542,9843
"26","000","49","000","UT","UTAH",292,671,11588
"26","000","02","000","AK","ALASKA",261,505,12726
"26","000","35","000","NM","NEW MEXICO",248,485,9775
"26","000","31","000","NE","NEBRASKA",214,434,10792
"26","000","56","000","WY","WYOMING",211,351,6844
"26","000","11","000","DC","DISTRICT OF COLUMBIA",171,210,8072
"26","000","54","000","WV","WEST VIRGINIA",165,331,6853
"26","000","30","000","MT","MONTANA",148,257,5462
"26","000","16","000","ID","IDAHO",137,254,4442
"26","000","23","000","ME","MAINE",124,229,4262
"26","000","33","000","NH","NEW HAMPSHIRE",122,227,6075
"26","000","38","000","ND","NORTH DAKOTA",97,182,3487
"26","000","10","000","DE","DELAWARE",85,178,5485
"26","000","46","000","SD","SOUTH DAKOTA",82,149,2921
"26","000","44","000","RI","RHODE ISLAND",75,133,3362
"26","000","50","000","VT","VERMONT",75,128,2898
"27","000","96","000","MN","MN Total Mig - US & For",44647,76770,2125917
"27","000","97","000","MN","MN Total Mig - US",41642,73058,2051105
"27","000","98","000","MN","MN Total Mig - Foreign",3005,3712,74812
"27","000","27","000","MN","MN Non-Migrants",2071707,4407776,133527434
"27","000","55","000","WI","WISCONSIN",7326,11325,281608
"27","000","38","000","ND","NORTH DAKOTA",3245,5391,130119
"27","000","57","000","FR","Foreign",3005,3712,74812
"27","000","06","000","CA","CALIFORNIA",2646,4758,137555
"27","000","17","000","IL","ILLINOIS",2579,4653,134468
"27","000","19","000","IA","IOWA",2487,4244,106983
"27","000","48","000","TX","TEXAS",1854,3800,97211
"27","000","12","000","FL","FLORIDA",1776,3110,101098
"27","000","46","000","SD","SOUTH DAKOTA",1533,2552,61148
"27","000","04","000","AZ","ARIZONA",1412,2530,71887
"27","000","26","000","MI","MICHIGAN",1287,2291,73145
"27","000","36","000","NY","NEW YORK",1235,1906,63719
"27","000","08","000","CO","COLORADO",1105,1910,58748
"27","000","53","000","WA","WASHINGTON",919,1644,40972
"27","000","39","000","OH","OHIO",768,1498,56570
"27","000","29","000","MO","MISSOURI",755,1442,38669
"27","000","31","000","NE","NEBRASKA",687,1230,30972
"27","000","37","000","NC","NORTH CAROLINA",668,1322,31354
"27","000","18","000","IN","INDIANA",654,1269,32693
"27","000","13","000","GA","GEORGIA",647,1274,33125
"27","000","51","000","VA","VIRGINIA",616,1131,39557
"27","000","42","000","PA","PENNSYLVANIA",595,1138,78485
"27","000","20","000","KS","KANSAS",503,930,29094
"27","000","32","000","NV","NEVADA",485,840,26846
"27","000","41","000","OR","OREGON",471,785,18935
"27","000","47","000","TN","TENNESSEE",439,892,19388
"27","000","25","000","MA","MASSACHUSETTS",430,697,27646
"27","000","34","000","NJ","NEW JERSEY",402,769,32329
"27","000","24","000","MD","MARYLAND",347,613,18789
"27","000","30","000","MT","MONTANA",316,556,10002
"27","000","49","000","UT","UTAH",267,545,13409
"27","000","40","000","OK","OKLAHOMA",247,478,9094
"27","000","21","000","KY","KENTUCKY",244,476,11196
"27","000","05","000","AR","ARKANSAS",234,474,12974
"27","000","02","000","AK","ALASKA",232,431,9771
"27","000","45","000","SC","SOUTH CAROLINA",232,440,10370
"27","000","09","000","CT","CONNECTICUT",221,434,18503
"27","000","16","000","ID","IDAHO",214,506,13512
"27","000","35","000","NM","NEW MEXICO",214,387,9315
"27","000","15","000","HI","HAWAII",191,323,6879
"27","000","22","000","LA","LOUISIANA",184,315,7686
"27","000","01","000","AL","ALABAMA",181,379,8960
"27","000","56","000","WY","WYOMING",157,269,5772
"27","000","28","000","MS","MISSISSIPPI",118,224,3311
"27","000","11","000","DC","DISTRICT OF COLUMBIA",115,151,6912
"27","000","23","000","ME","MAINE",98,186,4428
"27","000","33","000","NH","NEW HAMPSHIRE",85,157,4946
"27","000","50","000","VT","VERMONT",66,125,3221
"27","000","44","000","RI","RHODE ISLAND",61,99,2821
"27","000","54","000","WV","WEST VIRGINIA",55,88,3533
"27","000","10","000","DE","DELAWARE",39,71,1376
"28","000","96","000","MS","MS Total Mig - US & For",29669,60771,1101145
"28","000","97","000","MS","MS Total Mig - US",28760,59096,1074318
"28","000","98","000","MS","MS Total Mig - Foreign",909,1675,26827
"28","000","28","000","MS","MS Non-Migrants",983867,2223502,43727242
"28","000","47","000","TN","TENNESSEE",4997,10486,181424
"28","000","22","000","LA","LOUISIANA",3186,6651,130089
"28","000","01","000","AL","ALABAMA",2624,5419,89665
"28","000","48","000","TX","TEXAS",2326,4931,92091
"28","000","12","000","FL","FLORIDA",2313,4464,82005
"28","000","13","000","GA","GEORGIA",1623,3370,55534
"28","000","17","000","IL","ILLINOIS",1052,2107,33364
"28","000","06","000","CA","CALIFORNIA",1006,2003,34852
"28","000","57","000","FR","Foreign",909,1675,26827
"28","000","05","000","AR","ARKANSAS",890,1864,30526
"28","000","37","000","NC","NORTH CAROLINA",717,1484,33343
"28","000","51","000","VA","VIRGINIA",679,1457,30107
"28","000","26","000","MI","MICHIGAN",616,1242,21764
"28","000","29","000","MO","MISSOURI",519,1057,16577
"28","000","39","000","OH","OHIO",470,946,16465
"28","000","45","000","SC","SOUTH CAROLINA",441,954,16454
"28","000","18","000","IN","INDIANA",421,851,15452
"28","000","36","000","NY","NEW YORK",418,771,12192
"28","000","08","000","CO","COLORADO",386,704,14079
"28","000","21","000","KY","KENTUCKY",325,704,15632
"28","000","55","000","WI","WISCONSIN",308,626,9998
"28","000","04","000","AZ","ARIZONA",301,613,10740
"28","000","42","000","PA","PENNSYLVANIA",293,561,10985
"28","000","40","000","OK","OKLAHOMA",273,557,12451
"28","000","53","000","WA","WASHINGTON",227,462,9304
"28","000","24","000","MD","MARYLAND",223,435,9926
"28","000","32","000","NV","NEVADA",206,425,5930
"28","000","20","000","KS","KANSAS",193,433,6118
"28","000","27","000","MN","MINNESOTA",169,323,6574
"28","000","34","000","NJ","NEW JERSEY",155,325,10392
"28","000","25","000","MA","MASSACHUSETTS",126,207,3970
"28","000","49","000","UT","UTAH",117,296,4780
"28","000","19","000","IA","IOWA",114,229,3024
"28","000","31","000","NE","NEBRASKA",113,241,8751
"28","000","15","000","HI","HAWAII",100,225,3813
"28","000","35","000","NM","NEW MEXICO",90,188,4152
"28","000","02","000","AK","ALASKA",83,177,3552
"28","000","41","000","OR","OREGON",81,164,2699
"28","000","09","000","CT","CONNECTICUT",69,109,2476
"28","000","23","000","ME","MAINE",60,130,2212
"28","000","16","000","ID","IDAHO",59,140,1730
"28","000","54","000","WV","WEST VIRGINIA",58,114,2435
"28","000","10","000","DE","DELAWARE",54,108,2220
"28","000","30","000","MT","MONTANA",49,91,2215
"28","000","33","000","NH","NEW HAMPSHIRE",38,67,1142
"28","000","56","000","WY","WYOMING",38,81,1963
"28","000","46","000","SD","SOUTH DAKOTA",37,73,1134
"28","000","38","000","ND","NORTH DAKOTA",36,89,1505
"28","000","44","000","RI","RHODE ISLAND",33,57,1156
"28","000","11","000","DC","DISTRICT OF COLUMBIA",25,34,4167
"28","000","50","000","VT","VERMONT",23,51,1190
"29","000","96","000","MO","MO Total Mig - US & For",63224,119323,2755819
"29","000","97","000","MO","MO Total Mig - US",60585,115387,2699576
"29","000","98","000","MO","MO Total Mig - Foreign",2639,3936,56242
"29","000","29","000","MO","MO Non-Migrants",2198158,4683713,121641746
"29","000","20","000","KS","KANSAS",9605,17099,398892
"29","000","17","000","IL","ILLINOIS",7973,13714,325869
"29","000","48","000","TX","TEXAS",3981,8179,178229
"29","000","06","000","CA","CALIFORNIA",3609,6740,155289
"29","000","12","000","FL","FLORIDA",3022,5610,123214
"29","000","57","000","FR","Foreign",2639,3936,56242
"29","000","05","000","AR","ARKANSAS",2596,5259,79357
"29","000","19","000","IA","IOWA",2023,3815,86196
"29","000","40","000","OK","OKLAHOMA",1894,3898,81581
"29","000","47","000","TN","TENNESSEE",1444,2838,70931
"29","000","51","000","VA","VIRGINIA",1427,2960,129060
"29","000","08","000","CO","COLORADO",1406,2730,59884
