15 000 19 000 IA IOWA                                   120        221        4332
15 000 31 000 NE NEBRASKA                               103        210        3876
15 000 28 000 MS MISSISSIPPI                            100        225        3813
15 000 23 000 ME MAINE                                   86        169        3320
15 000 44 000 RI RHODE ISLAND                            69        160        3859
15 000 11 000 DC DISTRICT OF COLUMBIA                    68        100        3069
15 000 54 000 WV WEST VIRGINIA                           66        122        2308
15 000 33 000 NH NEW HAMPSHIRE                           51         80        2625
15 000 56 000 WY WYOMING                                 50        104        1758
15 000 46 000 SD SOUTH DAKOTA                            47        100        1755
15 000 10 000 DE DELAWARE                                33         75        1332
15 000 38 000 ND NORTH DAKOTA                            33         68        1304
15 000 50 000 VT VERMONT                                 29         52        1016
16 000 96 000 ID ID Total Mig - US & For              22551      45928      855999
16 000 97 000 ID ID Total Mig - US                    22089      45039      841243
16 000 98 000 ID ID Total Mig - Foreign                 462        889       14756
16 000 16 000 ID ID Non-Migrants                     520719    1211993    26063332
16 000 53 000 WA WASHINGTON                            4346       8229      157549
16 000 49 000 UT UTAH                                  2501       5587       82784
16 000 06 000 CA CALIFORNIA                            2455       4811       93863
16 000 41 000 OR OREGON                                2013       3905       65003
16 000 04 000 AZ ARIZONA                               1033       2122       36893
16 000 48 000 TX TEXAS                                 1004       2253       42620
16 000 30 000 MT MONTANA                                877       1729       34962
16 000 32 000 NV NEVADA                                 850       1734       32727
16 000 08 000 CO COLORADO                               845       1713       35060
16 000 56 000 WY WYOMING                                619       1368       25527
16 000 57 000 FR Foreign                                462        889       14756
16 000 12 000 FL FLORIDA                                414        867       23668
16 000 51 000 VA VIRGINIA                               363        796       19794
16 000 02 000 AK ALASKA                                 358        751       16471
16 000 37 000 NC NORTH CAROLINA                         252        529       10658
16 000 35 000 NM NEW MEXICO                             235        517       10102
16 000 17 000 IL ILLINOIS                               226        424        9100
16 000 27 000 MN MINNESOTA                              214        506       13512
16 000 36 000 NY NEW YORK                               208        377        9106
16 000 29 000 MO MISSOURI                               191        396        5862
16 000 13 000 GA GEORGIA                                190        371        7446
16 000 40 000 OK OKLAHOMA                               188        399        5501
16 000 47 000 TN TENNESSEE                              183        381        6796
16 000 20 000 KS KANSAS                                 169        393        5604
16 000 15 000 HI HAWAII                                 167        336        5083
16 000 39 000 OH OHIO                                   166        347        6038
16 000 42 000 PA PENNSYLVANIA                           163        348        6921
16 000 19 000 IA IOWA                                   149        348        5452
16 000 55 000 WI WISCONSIN                              144        291        6332
16 000 31 000 NE NEBRASKA                               143        339        5093
16 000 26 000 MI MICHIGAN                               137        254        4442
16 000 18 000 IN INDIANA                                126        280        5334
16 000 46 000 SD SOUTH DAKOTA                           111        224        4467
16 000 38 000 ND NORTH DAKOTA                           108        234        3915
16 000 05 000 AR ARKANSAS                               105        230        4053
16 000 24 000 MD MARYLAND                               104        198        4248
16 000 21 000 KY KENTUCKY                                91        194        3120
16 000 22 000 LA LOUISIANA                               89        168        3443
16 000 45 000 SC SOUTH CAROLINA                          80        161        3269
16 000 25 000 MA MASSACHUSETTS                           75        115        2846
16 000 01 000 AL ALABAMA                                 73        172        2826
16 000 34 000 NJ NEW JERSEY                              60        126        3249
16 000 28 000 MS MISSISSIPPI                             59        140        1730
16 000 09 000 CT CONNECTICUT                             46         84        1610
16 000 23 000 ME MAINE                                   33         55        1336
16 000 54 000 WV WEST VIRGINIA                           30         88        1073
16 000 11 000 DC DISTRICT OF COLUMBIA                    28         32        1497
16 000 33 000 NH NEW HAMPSHIRE                           20         37         815
16 000 50 000 VT VERMONT                                 20         31        1173
16 000 10 000 DE DELAWARE                                18         30         802
16 000 44 000 RI RHODE ISLAND                            10         19         470
17 000 96 000 IL IL Total Mig - US & For             118378     213844     6441733
17 000 97 000 IL IL Total Mig - US                   114526     207667     6270995
17 000 98 000 IL IL Total Mig - Foreign                3852       6177      170739
17 000 17 000 IL IL Non-Migrants                    4871119   10635269   310612397
17 000 18 000 IN INDIANA                               9782      19510      402807
17 000 06 000 CA CALIFORNIA                            9211      15138      603040
17 000 48 000 TX TEXAS                                 8323      17154      498060
17 000 55 000 WI WISCONSIN                             8114      15027      379673
17 000 29 000 MO MISSOURI                              7973      13714      325869
17 000 12 000 FL FLORIDA                               7746      13535      593090
17 000 19 000 IA IOWA                                  5029       9275      197865
17 000 36 000 NY NEW YORK                              4083       5855      248378
17 000 04 000 AZ ARIZONA                               4028       7107      230449
17 000 26 000 MI MICHIGAN                              3987       7000      223065
17 000 57 000 FR Foreign                               3852       6177      170739
17 000 13 000 GA GEORGIA                               3360       6529      178128
17 000 39 000 OH OHIO                                  3046       5552      187025
17 000 08 000 CO COLORADO                              2981       5046      161922
17 000 47 000 TN TENNESSEE                             2886       5457      145986
17 000 37 000 NC NORTH CAROLINA                        2700       5226      158431
17 000 51 000 VA VIRGINIA                              2626       4788      155028
17 000 27 000 MN MINNESOTA                             2579       4653      134468
17 000 53 000 WA WASHINGTON                            2141       3700      123322
17 000 21 000 KY KENTUCKY                              1881       3622       75768
17 000 42 000 PA PENNSYLVANIA                          1696       3039      116515
17 000 32 000 NV NEVADA                                1537       2787       75949
17 000 25 000 MA MASSACHUSETTS                         1527       2358      112509
17 000 34 000 NJ NEW JERSEY                            1502       2744      121180
17 000 24 000 MD MARYLAND                              1284       2237       79739
17 000 05 000 AR ARKANSAS                              1179       2364       50590
17 000 20 000 KS KANSAS                                1149       2271       57070
17 000 45 000 SC SOUTH CAROLINA                        1075       1972       64719
17 000 28 000 MS MISSISSIPPI                           1052       2107       33364
17 000 01 000 AL ALABAMA                               1048       2105       47937
17 000 41 000 OR OREGON                                 967       1487       47531
17 000 40 000 OK OKLAHOMA                               961       1896       37598
17 000 22 000 LA LOUISIANA                              929       1647       37837
17 000 31 000 NE NEBRASKA                               723       1373       37552
17 000 11 000 DC DISTRICT OF COLUMBIA                   684        810       42973
17 000 09 000 CT CONNECTICUT                            654       1127       65412
17 000 35 000 NM NEW MEXICO                             617       1138       30425
17 000 49 000 UT UTAH                                   587       1167       25924
17 000 15 000 HI HAWAII                                 465        787       17826
17 000 16 000 ID IDAHO                                  267        543       16695
17 000 02 000 AK ALASKA                                 250        424        9248
17 000 30 000 MT MONTANA                                250        455       18663
17 000 56 000 WY WYOMING                                243        444        9023
17 000 46 000 SD SOUTH DAKOTA                           234        425       11174
17 000 54 000 WV WEST VIRGINIA                          216        407        9554
17 000 33 000 NH NEW HAMPSHIRE                          185        306       11407
17 000 44 000 RI RHODE ISLAND                           179        311       10226
17 000 23 000 ME MAINE                                  169        288        9846
17 000 38 000 ND NORTH DAKOTA                           158        292        7001
17 000 10 000 DE DELAWARE                               140        260        7911
17 000 50 000 VT VERMONT                                123        208       25218
18 000 96 000 IN IN Total Mig - US & For              60179     113651     2662140
18 000 97 000 IN IN Total Mig - US                    59113     111886     2624958
18 000 98 000 IN IN Total Mig - Foreign                1066       1765       37182
18 000 18 000 IN IN Non-Migrants                    2442713    5380090   129379086
18 000 17 000 IL ILLINOIS                              8527      15727      335041
18 000 12 000 FL FLORIDA                               5070       9166      291079
18 000 21 000 KY KENTUCKY                              4990       9477      168237
18 000 39 000 OH OHIO                                  4631       8734      194985
18 000 48 000 TX TEXAS                                 3756       7706      163041
18 000 26 000 MI MICHIGAN                              3644       7333      161777
18 000 06 000 CA CALIFORNIA                            2833       4981      121882
18 000 47 000 TN TENNESSEE                             2248       4320       90074
18 000 37 000 NC NORTH CAROLINA                        1782       3449       82878
18 000 13 000 GA GEORGIA                               1668       3304       67350
18 000 04 000 AZ ARIZONA                               1589       2956       71236
18 000 29 000 MO MISSOURI                              1263       2494       57947
18 000 36 000 NY NEW YORK                              1240       2072       63558
18 000 51 000 VA VIRGINIA                              1228       2283       72320
18 000 08 000 CO COLORADO                              1114       1917       49641
18 000 55 000 WI WISCONSIN                             1098       2190       55785
18 000 42 000 PA PENNSYLVANIA                          1090       2133       57308
18 000 57 000 FR Foreign                               1066       1765       37182
18 000 45 000 SC SOUTH CAROLINA                         874       1691       45128
18 000 53 000 WA WASHINGTON                             814       1548       36117
18 000 01 000 AL ALABAMA                                746       1525       31189
18 000 27 000 MN MINNESOTA                              654       1269       32693
18 000 19 000 IA IOWA                                   610       1239       28262
18 000 24 000 MD MARYLAND                               556        947       25554
18 000 20 000 KS KANSAS                                 549       1091       21711
18 000 32 000 NV NEVADA                                 505        899       27109
18 000 05 000 AR ARKANSAS                               489        987       18177
18 000 40 000 OK OKLAHOMA                               488       1004       17916
18 000 34 000 NJ NEW JERSEY                             475        843       27191
18 000 22 000 LA LOUISIANA                              470        901       17305
18 000 25 000 MA MASSACHUSETTS                          469        798       25981
18 000 41 000 OR OREGON                                 457        748       18879
18 000 28 000 MS MISSISSIPPI                            421        851       15452
18 000 49 000 UT UTAH                                   274        610       13308
18 000 35 000 NM NEW MEXICO                             264        497       12496
18 000 09 000 CT CONNECTICUT                            262        468       17834
18 000 54 000 WV WEST VIRGINIA                          254        512        9158
18 000 15 000 HI HAWAII                                 217        362        6102
18 000 31 000 NE NEBRASKA                               209        418        9316
18 000 02 000 AK ALASKA                                 166        319        7578
18 000 11 000 DC DISTRICT OF COLUMBIA                   152        182        6456
18 000 56 000 WY WYOMING                                146        295        6392
18 000 30 000 MT MONTANA                                132        250        6210
18 000 16 000 ID IDAHO                                  130        310        6508
18 000 46 000 SD SOUTH DAKOTA                           115        233        6756
18 000 23 000 ME MAINE                                   99        175        4967
18 000 33 000 NH NEW HAMPSHIRE                           94        182        7584
18 000 10 000 DE DELAWARE                                77        147        3512
18 000 38 000 ND NORTH DAKOTA                            68        140        2416
18 000 44 000 RI RHODE ISLAND                            56        112        2501
18 000 50 000 VT VERMONT                                 50         91        3062
19 000 96 000 IA IA Total Mig - US & For              32492      58382     1404584
19 000 97 000 IA IA Total Mig - US                    31955      57537     1384207
19 000 98 000 IA IA Total Mig - Foreign                 537        845       20377
19 000 19 000 IA IA Non-Migrants                    1156074    2498063    65431969
19 000 17 000 IL ILLINOIS                              4325       7596      164907
19 000 31 000 NE NEBRASKA                              3307       5959      114261
19 000 27 000 MN MINNESOTA                             2487       4244      106983
19 000 48 000 TX TEXAS                                 2100       4129       88223
19 000 29 000 MO MISSOURI                              2023       3815       86196
19 000 06 000 CA CALIFORNIA                            1548       2602       59509
19 000 55 000 WI WISCONSIN                             1362       2549       64654
19 000 08 000 CO COLORADO                              1287       2060       59428
19 000 12 000 FL FLORIDA                               1142       1932       80869
19 000 46 000 SD SOUTH DAKOTA                          1112       1966       57151
19 000 04 000 AZ ARIZONA                               1089       1903       47535
19 000 20 000 KS KANSAS                                 809       1469       36289
19 000 37 000 NC NORTH CAROLINA                         621       1194       28440
19 000 53 000 WA WASHINGTON                             546        927       20557
19 000 57 000 FR Foreign                                537        845       20377
19 000 13 000 GA GEORGIA                                518        998       22854
19 000 36 000 NY NEW YORK                               511        802       17530
19 000 39 000 OH OHIO                                   503        926       24775
19 000 51 000 VA VIRGINIA                               490        897       25040
19 000 18 000 IN INDIANA                                465        929       21963
19 000 26 000 MI MICHIGAN                               462        904       22732
19 000 47 000 TN TENNESSEE                              437        855       19065
19 000 40 000 OK OKLAHOMA                               416        820       17161
19 000 42 000 PA PENNSYLVANIA                           336        606       19037
19 000 41 000 OR OREGON                                 318        519       12260
19 000 05 000 AR ARKANSAS                               301        583       12181
19 000 32 000 NV NEVADA                                 278        482       11538
19 000 24 000 MD MARYLAND                               241        399       11629
19 000 21 000 KY KENTUCKY                               214        411        8116
19 000 34 000 NJ NEW JERSEY                             206        332        8913
19 000 45 000 SC SOUTH CAROLINA                         206        400       12260
19 000 25 000 MA MASSACHUSETTS                          202        324        9304
19 000 01 000 AL ALABAMA                                193        389       11707
19 000 22 000 LA LOUISIANA                              171        312        6708
19 000 38 000 ND NORTH DAKOTA                           171        361        9412
19 000 35 000 NM NEW MEXICO                             168        305        6389
19 000 16 000 ID IDAHO                                  167        343        6070
19 000 56 000 WY WYOMING                                163        302        6569
19 000 49 000 UT UTAH                                   159        383        5967
19 000 30 000 MT MONTANA                                144        276        5992
19 000 09 000 CT CONNECTICUT                            123        207        5920
19 000 15 000 HI HAWAII                                 119        196        5471
19 000 28 000 MS MISSISSIPPI                            114        229        3024
19 000 02 000 AK ALASKA                                 109        212        4359
19 000 11 000 DC DISTRICT OF COLUMBIA                    76         95        3855
19 000 23 000 ME MAINE                                   58        115        2110
19 000 33 000 NH NEW HAMPSHIRE                           40         79        3480
19 000 54 000 WV WEST VIRGINIA                           36         70        1210
19 000 44 000 RI RHODE ISLAND                            32         56        1940
19 000 10 000 DE DELAWARE                                29         47        1567
19 000 50 000 VT VERMONT                                 21         28        1098
20 000 96 000 KS KS Total Mig - US & For              40170      79610     1775670
20 000 97 000 KS KS Total Mig - US                    39126      77236     1729141
20 000 98 000 KS KS Total Mig - Foreign                1044       2374       46529
20 000 20 000 KS KS Non-Migrants                    1039162    2280358    60269208
20 000 29 000 MO MISSOURI                              9605      17099      398892
20 000 48 000 TX TEXAS                                 4446       9552      206868
20 000 40 000 OK OKLAHOMA                              2850       6015      106297
20 000 08 000 CO COLORADO                              2084       3874       90735
20 000 06 000 CA CALIFORNIA                            1976       3638       82564
20 000 31 000 NE NEBRASKA                              1346       2650       53346
20 000 12 000 FL FLORIDA                               1244       2375       63638
20 000 17 000 IL ILLINOIS                              1149       2069       55667
20 000 57 000 FR Foreign                               1044       2374       46529
20 000 04 000 AZ ARIZONA                                958       1784       39775
20 000 13 000 GA GEORGIA                                883       2113       43196
20 000 53 000 WA WASHINGTON                             833       1751       38472
20 000 51 000 VA VIRGINIA                               753       1725       43903
20 000 37 000 NC NORTH CAROLINA                         738       1687       38535
20 000 05 000 AR ARKANSAS                               730       1469       30179
20 000 19 000 IA IOWA                                   701       1395       32759
20 000 36 000 NY NEW YORK                               610       1061       20779
20 000 47 000 TN TENNESSEE                              514       1060       21780
20 000 39 000 OH OHIO                                   513       1051       31724
20 000 27 000 MN MINNESOTA                              503        930       29094
20 000 35 000 NM NEW MEXICO                             486       1087       16693
20 000 18 000 IN INDIANA                                412        818       19792
20 000 21 000 KY KENTUCKY                               366        910       13404
20 000 42 000 PA PENNSYLVANIA                           362        750       19209
20 000 55 000 WI WISCONSIN                              353        677       18920
20 000 45 000 SC SOUTH CAROLINA                         352        779       14743
20 000 01 000 AL ALABAMA                                347        766       15162
20 000 26 000 MI MICHIGAN                               341        692       16691
20 000 41 000 OR OREGON                                 331        588       14536
20 000 22 000 LA LOUISIANA                              330        738       17345
20 000 24 000 MD MARYLAND                               321        679       17319
20 000 32 000 NV NEVADA                                 302        607       13867
20 000 15 000 HI HAWAII                                 246        627        9292
20 000 34 000 NJ NEW JERSEY                             241        420       13332
20 000 49 000 UT UTAH                                   206        470        9538
20 000 46 000 SD SOUTH DAKOTA                           204        396       10333
20 000 56 000 WY WYOMING                                200        393        8065
20 000 25 000 MA MASSACHUSETTS                          193        339        9857
20 000 28 000 MS MISSISSIPPI                            193        433        6118
20 000 02 000 AK ALASKA                                 173        431        7236
20 000 16 000 ID IDAHO                                  135        270        3826
20 000 30 000 MT MONTANA                                118        209        4872
20 000 09 000 CT CONNECTICUT                             90        153        4867
20 000 54 000 WV WEST VIRGINIA                           77        169        2713
20 000 11 000 DC DISTRICT OF COLUMBIA                    75         87        3195
20 000 38 000 ND NORTH DAKOTA                            70        132        2611
20 000 33 000 NH NEW HAMPSHIRE                           53        111        2662
20 000 23 000 ME MAINE                                   41         78        1629
20 000 10 000 DE DELAWARE                                29         56        1419
20 000 44 000 RI RHODE ISLAND                            25         45        1244
20 000 50 000 VT VERMONT                                 18         28         447
21 000 96 000 KY KY Total Mig - US & For              40115      78486     1631905
21 000 97 000 KY KY Total Mig - US                    39356      77039     1602496
21 000 98 000 KY KY Total Mig - Foreign                 759       1447       29408
21 000 21 000 KY KY Non-Migrants                    1506384    3287540    75300478
21 000 39 000 OH OHIO                                  5229       9645      194139
21 000 18 000 IN INDIANA                               4900       9221      172634
21 000 47 000 TN TENNESSEE                             4790       9508      155194
21 000 12 000 FL FLORIDA                               2885       5311      140434
21 000 48 000 TX TEXAS                                 2338       5191      105743
21 000 17 000 IL ILLINOIS                              1657       3029       60808
21 000 13 000 GA GEORGIA                               1509       3274       83558
21 000 37 000 NC NORTH CAROLINA                        1407       2999       59648
21 000 06 000 CA CALIFORNIA                            1396       2560       65977
21 000 51 000 VA VIRGINIA                              1140       2214       48967
21 000 36 000 NY NEW YORK                               835       1504       30620
21 000 26 000 MI MICHIGAN                               824       1626       33108
21 000 01 000 AL ALABAMA                                791       1680       31950
21 000 29 000 MO MISSOURI                               784       1595       32002
21 000 57 000 FR Foreign                                759       1447       29408
21 000 45 000 SC SOUTH CAROLINA                         697       1384       31979
21 000 54 000 WV WEST VIRGINIA                          660       1327       23061
21 000 42 000 PA PENNSYLVANIA                           622       1205       29249
21 000 04 000 AZ ARIZONA                                512        922       22247
21 000 08 000 CO COLORADO                               505       1054       22288
21 000 53 000 WA WASHINGTON                             490        980       19166
21 000 22 000 LA LOUISIANA                              431        830       17404
21 000 24 000 MD MARYLAND                               391        708       19696
21 000 05 000 AR ARKANSAS                               352        747       15380
21 000 20 000 KS KANSAS                                 331        814       13908
21 000 55 000 WI WISCONSIN                              329        660       13805
21 000 28 000 MS MISSISSIPPI                            325        704       15632
21 000 40 000 OK OKLAHOMA                               302        705       11762
21 000 34 000 NJ NEW JERSEY                             280        527       14906
21 000 32 000 NV NEVADA                                 246        452       12994
21 000 27 000 MN MINNESOTA                              244        476       11196
21 000 19 000 IA IOWA                                   234        462        9894
21 000 25 000 MA MASSACHUSETTS                          212        373       12088
21 000 41 000 OR OREGON                                 189        337        6039
21 000 49 000 UT UTAH                                   172        388        7788
21 000 15 000 HI HAWAII                                 171        429        5503
21 000 02 000 AK ALASKA                                 148        345        9303
21 000 09 000 CT CONNECTICUT                            135        225        5649
21 000 35 000 NM NEW MEXICO                             118        241        4853
21 000 31 000 NE NEBRASKA                               106        226        5261
21 000 11 000 DC DISTRICT OF COLUMBIA                   100        123        4517
21 000 16 000 ID IDAHO                                   80        161        3452
21 000 56 000 WY WYOMING                                 76        143        2306
21 000 23 000 ME MAINE                                   75        139        2703
21 000 30 000 MT MONTANA                                 64        111        1783
21 000 33 000 NH NEW HAMPSHIRE                           63        126        3684
21 000 10 000 DE DELAWARE                                52         84        2603
21 000 46 000 SD SOUTH DAKOTA                            50        111        1734
21 000 44 000 RI RHODE ISLAND                            38         55        1796
21 000 50 000 VT VERMONT                                 37         54        1149
21 000 38 000 ND NORTH DAKOTA                            34         54         937
22 000 96 000 LA LA Total Mig - US & For              38355      76353     1732367
22 000 97 000 LA LA Total Mig - US                    37411      74627     1693356
22 000 98 000 LA LA Total Mig - Foreign                 944       1726       39011
22 000 22 000 LA LA Non-Migrants                    1511037    3319473    79788153
22 000 48 000 TX TEXAS                                11813      24485      538274
22 000 28 000 MS MISSISSIPPI                           3186       6651      130089
22 000 12 000 FL FLORIDA                               2308       4270      134931
22 000 13 000 GA GEORGIA                               1769       3645       66705
22 000 06 000 CA CALIFORNIA                            1748       3079       67917
22 000 05 000 AR ARKANSAS                              1338       2878       55938
22 000 01 000 AL ALABAMA                               1249       2606       61937
22 000 47 000 TN TENNESSEE                             1156       2271       48204
22 000 37 000 NC NORTH CAROLINA                         996       2064       48520
22 000 51 000 VA VIRGINIA                               971       1983       54084
22 000 57 000 FR Foreign                                944       1726       39011
22 000 36 000 NY NEW YORK                               809       1266       37450
22 000 40 000 OK OKLAHOMA                               731       1529       32201
22 000 29 000 MO MISSOURI                               708       1451       37224
22 000 17 000 IL ILLINOIS                               671       1166       26866
22 000 08 000 CO COLORADO                               670       1269       34241
22 000 39 000 OH OHIO                                   514       1020       22718
22 000 53 000 WA WASHINGTON                             498        969       20523
22 000 45 000 SC SOUTH CAROLINA                         432        850       18320
22 000 04 000 AZ ARIZONA                                427        814       22326
22 000 42 000 PA PENNSYLVANIA                           395        721       17846
22 000 26 000 MI MICHIGAN                               376        768       14222
22 000 24 000 MD MARYLAND                               345        619       14817
22 000 21 000 KY KENTUCKY                               340        744       11721
22 000 20 000 KS KANSAS                                 331        737       14105
22 000 18 000 IN INDIANA                                325        634       14101
22 000 32 000 NV NEVADA                                 273        497       11383
22 000 25 000 MA MASSACHUSETTS                          270        422       10655
22 000 34 000 NJ NEW JERSEY                             265        429       12879
22 000 35 000 NM NEW MEXICO                             242        450       12461
22 000 41 000 OR OREGON                                 216        340        8221
22 000 55 000 WI WISCONSIN                              210        383        7739
22 000 27 000 MN MINNESOTA                              184        315        7686
22 000 02 000 AK ALASKA                                 164        400        7664
22 000 15 000 HI HAWAII                                 158        331        5921
22 000 11 000 DC DISTRICT OF COLUMBIA                   150        179        6541
22 000 49 000 UT UTAH                                   141        301        6257
22 000 19 000 IA IOWA                                   127        266        5854
22 000 09 000 CT CONNECTICUT                            122        204        6133
22 000 31 000 NE NEBRASKA                               105        240        3849
22 000 56 000 WY WYOMING                                101        227        5317
22 000 38 000 ND NORTH DAKOTA                            95        209        3991
22 000 16 000 ID IDAHO                                   84        180        5251
22 000 54 000 WV WEST VIRGINIA                           84        181        3880
22 000 30 000 MT MONTANA                                 72        135        5533
22 000 10 000 DE DELAWARE                                49         91        2081
22 000 33 000 NH NEW HAMPSHIRE                           46         79        1826
22 000 23 000 ME MAINE                                   43         85        2317
22 000 46 000 SD SOUTH DAKOTA                            37         71        1449
22 000 44 000 RI RHODE ISLAND                            35         73        1222
22 000 50 000 VT VERMONT                                 32         50        1965
23 000 96 000 ME ME Total Mig - US & For              15617      25947      653352
23 000 97 000 ME ME Total Mig - US                    15166      25250      642511
23 000 98 000 ME ME Total Mig - Foreign                 451        697       10840
23 000 23 000 ME ME Non-Migrants                     514898    1038787    26347804
23 000 25 000 MA MASSACHUSETTS                         2063       2932       82836
23 000 12 000 FL FLORIDA                               1943       3346      118260
23 000 33 000 NH NEW HAMPSHIRE                         1816       2897       74325
23 000 36 000 NY NEW YORK                               824       1244       29254
23 000 06 000 CA CALIFORNIA                             768       1220       27196
23 000 37 000 NC NORTH CAROLINA                         612       1163       24929
23 000 48 000 TX TEXAS                                  612       1218       24378
23 000 51 000 VA VIRGINIA                               590       1070       23772
23 000 57 000 FR Foreign                                451        697       10840
23 000 09 000 CT CONNECTICUT                            448        724       18628
23 000 42 000 PA PENNSYLVANIA                           389        666       20024
23 000 08 000 CO COLORADO                               325        471       10919
23 000 50 000 VT VERMONT                                315        443        9375
23 000 13 000 GA GEORGIA                                312        604       12026
23 000 04 000 AZ ARIZONA                                311        512       11593
23 000 53 000 WA WASHINGTON                             278        504       12541
23 000 45 000 SC SOUTH CAROLINA                         245        436       13304
23 000 24 000 MD MARYLAND                               230        443       11007
23 000 17 000 IL ILLINOIS                               207        300        6778
23 000 47 000 TN TENNESSEE                              203        390        8661
23 000 39 000 OH OHIO                                   201        384        9726
23 000 34 000 NJ NEW JERSEY                             196        303        7919
23 000 44 000 RI RHODE ISLAND                           187        276        6854
23 000 41 000 OR OREGON                                 153        244        5543
23 000 26 000 MI MICHIGAN                               124        229        4262
23 000 15 000 HI HAWAII                                 113        242        4607
23 000 02 000 AK ALASKA                                  98        161        3638
23 000 27 000 MN MINNESOTA                               98        186        4428
23 000 55 000 WI WISCONSIN                               98        184        4589
23 000 32 000 NV NEVADA                                  97        168        3577
23 000 35 000 NM NEW MEXICO                              97        158        3310
23 000 21 000 KY KENTUCKY                                95        168        3113
23 000 49 000 UT UTAH                                    94        148        2774
23 000 18 000 IN INDIANA                                 89        169        3717
23 000 29 000 MO MISSOURI                                86        137        2432
23 000 01 000 AL ALABAMA                                 85        152        2921
23 000 11 000 DC DISTRICT OF COLUMBIA                    79         86        2605
23 000 22 000 LA LOUISIANA                               79        129        2503
23 000 40 000 OK OKLAHOMA                                77        148        2563
23 000 20 000 KS KANSAS                                  65        115        2179
23 000 28 000 MS MISSISSIPPI                             60        130        2212
23 000 05 000 AR ARKANSAS                                57        142        3157
23 000 19 000 IA IOWA                                    50         96        2409
23 000 30 000 MT MONTANA                                 49         87        1955
23 000 16 000 ID IDAHO                                   46         80        1474
23 000 56 000 WY WYOMING                                 45         73        1818
23 000 54 000 WV WEST VIRGINIA                           38         65        1728
23 000 10 000 DE DELAWARE                                35         58        1483
23 000 46 000 SD SOUTH DAKOTA                            33         54        1540
23 000 31 000 NE NEBRASKA                                30         55        1177
23 000 38 000 ND NORTH DAKOTA                            21         40         494
24 000 96 000 MD MD Total Mig - US & For              78735     141405     4362334
24 000 97 000 MD MD Total Mig - US                    76097     136170     4228876
24 000 98 000 MD MD Total Mig - Foreign                2638       5235      133458
24 000 24 000 MD MD Non-Migrants                    2163741    4515169   152936595
24 000 51 000 VA VIRGINIA                             13105      22938      709447
24 000 42 000 PA PENNSYLVANIA                          7574      13633      390391
24 000 11 000 DC DISTRICT OF COLUMBIA                  7458      12034      347845
24 000 12 000 FL FLORIDA                               5303       9505      417837
24 000 37 000 NC NORTH CAROLINA                        4306       8285      217728
24 000 36 000 NY NEW YORK                              4173       6411      186275
24 000 06 000 CA CALIFORNIA                            3676       6202      247068
24 000 48 000 TX TEXAS                                 3428       7024      196109
24 000 10 000 DE DELAWARE                              2666       4777      142594
24 000 57 000 FR Foreign                               2638       5235      133458
24 000 13 000 GA GEORGIA                               2504       4909      124739
24 000 54 000 WV WEST VIRGINIA                         2331       4616      106603
24 000 34 000 NJ NEW JERSEY                            1886       3314      107898
24 000 45 000 SC SOUTH CAROLINA                        1640       3059       87887
24 000 25 000 MA MASSACHUSETTS                         1279       1975       81815
24 000 39 000 OH OHIO                                  1253       2388       69891
24 000 17 000 IL ILLINOIS                              1112       1902       71664
24 000 08 000 CO COLORADO                               963       1623       58266
24 000 53 000 WA WASHINGTON                             945       1798       57420
24 000 47 000 TN TENNESSEE                              937       1770       49854
24 000 04 000 AZ ARIZONA                                851       1521       50118
24 000 26 000 MI MICHIGAN                               616       1063       35339
24 000 09 000 CT CONNECTICUT                            589       1061       40687
24 000 01 000 AL ALABAMA                                579       1202       35009
24 000 18 000 IN INDIANA                                484        935       25159
24 000 15 000 HI HAWAII                                 458        978       26644
24 000 29 000 MO MISSOURI                               455        854       26085
24 000 22 000 LA LOUISIANA                              453        810       23164
24 000 21 000 KY KENTUCKY                               408        806       21924
24 000 32 000 NV NEVADA                                 394        686       21977
24 000 41 000 OR OREGON                                 393        653       21593
24 000 27 000 MN MINNESOTA                              347        613       18789
24 000 55 000 WI WISCONSIN                              332        614       27953
24 000 40 000 OK OKLAHOMA                               319        601       12327
24 000 35 000 NM NEW MEXICO                             275        507       18886
24 000 49 000 UT UTAH                                   271        551       15932
24 000 20 000 KS KANSAS                                 269        583       17772
24 000 23 000 ME MAINE                                  254        502       15115
24 000 33 000 NH NEW HAMPSHIRE                          230        413       16767
24 000 28 000 MS MISSISSIPPI                            223        435        9926
24 000 19 000 IA IOWA                                   198        379        9804
24 000 05 000 AR ARKANSAS                               191        393        8459
24 000 44 000 RI RHODE ISLAND                           162        312       11683
24 000 02 000 AK ALASKA                                 153        312        6811
24 000 50 000 VT VERMONT                                151        270        9057
24 000 31 000 NE NEBRASKA                               126        246        6823
24 000 30 000 MT MONTANA                                 99        172        5861
24 000 16 000 ID IDAHO                                   88        183        7043
24 000 56 000 WY WYOMING                                 71        141        3543
24 000 46 000 SD SOUTH DAKOTA                            64        122        5100
24 000 38 000 ND NORTH DAKOTA                            55         89        2196
25 000 96 000 MA MA Total Mig - US & For              68694     109127     3920881
25 000 97 000 MA MA Total Mig - US                    65728     104390     3776957
25 000 98 000 MA MA Total Mig - Foreign                2966       4737      143924
25 000 25 000 MA MA Non-Migrants                    2526004    5092348   183986449
25 000 36 000 NY NEW YORK                              7917      10987      393312
