05 000 02 000 AK ALASKA                                 126        266        4346    24999
05 000 16 000 ID IDAHO                                  108        197        7607    23055
05 000 56 000 WY WYOMING                                 88        166        3977    26249
05 000 15 000 HI HAWAII                                  73        125        2311    20499
05 000 09 000 CT CONNECTICUT                             66        114        3962    25416
05 000 30 000 MT MONTANA                                 65        151        2074    21666
05 000 46 000 SD SOUTH DAKOTA                            62        129        2666    20249
05 000 54 000 WV WEST VIRGINIA                           56        125        1807    16874
05 000 11 000 DC DISTRICT OF COLUMBIA                    51         66        2012    23928
05 000 23 000 ME MAINE                                   47         87        2038    27499
05 000 38 000 ND NORTH DAKOTA                            44         89        1731    26249
05 000 33 000 NH NEW HAMPSHIRE                           34         65        2125    21562
05 000 10 000 DE DELAWARE                                22         41         862    21666
05 000 44 000 RI RHODE ISLAND                            16         29         610    30624
05 000 50 000 VT VERMONT                                 12         19         524    27499
06 000 96 000 CA CA Total Mig - US & For             289096     585366    15719800    28375
06 000 97 000 CA CA Total Mig - US                   276414     562517    15027221    28519
06 000 98 000 CA CA Total Mig - Foreign               12682      22849      692579    25454
06 000 06 000 CA CA Non-Migrants                   11906514   26759630   784094254    37920
06 000 48 000 TX TEXAS                                34078      82537     1769931    29482
06 000 04 000 AZ ARIZONA                              26081      55911     1326089    28451
06 000 32 000 NV NEVADA                               23235      46971     1139545    25644
06 000 53 000 WA WASHINGTON                           17904      35094     1108992    31276
06 000 41 000 OR OREGON                               15483      29689      833908    27777
06 000 57 000 FR Foreign                              12682      22849      692579    25454
06 000 08 000 CO COLORADO                             11959      24716      749074    34159
06 000 36 000 NY NEW YORK                             11478      16133      697854    28805
06 000 12 000 FL FLORIDA                              10935      20120      681544    28304
06 000 17 000 IL ILLINOIS                              7707      13881      471529    29364
06 000 49 000 UT UTAH                                  7561      18924      345789    26068
06 000 13 000 GA GEORGIA                               7506      16306      381140    27373
06 000 51 000 VA VIRGINIA                              7287      14953      468361    37089
06 000 37 000 NC NORTH CAROLINA                        7267      15692      403210    29465
06 000 16 000 ID IDAHO                                 5543      12785      292840    30250
06 000 15 000 HI HAWAII                                5361       9336      275127    27863
06 000 47 000 TN TENNESSEE                             4685       9928      317196    31669
06 000 25 000 MA MASSACHUSETTS                         4662       6990      304172    31610
06 000 35 000 NM NEW MEXICO                            4469       9298      236982    28435
06 000 29 000 MO MISSOURI                              4258       8894      200443    26212
06 000 42 000 PA PENNSYLVANIA                          4181       7249      254362    30178
06 000 39 000 OH OHIO                                  3961       7434      217502    27791
06 000 34 000 NJ NEW JERSEY                            3614       6381      263911    37472
06 000 40 000 OK OKLAHOMA                              3575       7876      144767    22660
06 000 24 000 MD MARYLAND                              3422       6294      191365    31518
06 000 26 000 MI MICHIGAN                              3263       6089      183642    26404
06 000 18 000 IN INDIANA                               2987       6464      142185    25819
06 000 27 000 MN MINNESOTA                             2899       5407      165635    28869
06 000 05 000 AR ARKANSAS                              2660       5949      104842    21989
06 000 55 000 WI WISCONSIN                             2335       4458      118420    25539
06 000 22 000 LA LOUISIANA                             2310       4280       78025    21282
06 000 45 000 SC SOUTH CAROLINA                        2296       4766      123374    28924
06 000 20 000 KS KANSAS                                2284       5159      101702    25193
06 000 30 000 MT MONTANA                               1914       3601      100912    27653
06 000 01 000 AL ALABAMA                               1840       3920       83322    25563
06 000 21 000 KY KENTUCKY                              1734       3564       77775    25304
06 000 09 000 CT CONNECTICUT                           1714       3008      128448    33760
06 000 19 000 IA IOWA                                  1641       3333       70321    23914
06 000 31 000 NE NEBRASKA                              1463       3211       59784    23564
06 000 11 000 DC DISTRICT OF COLUMBIA                  1332       1589       68149    28870
06 000 02 000 AK ALASKA                                1315       2364       48652    23757
06 000 28 000 MS MISSISSIPPI                           1235       2671       45302    24291
06 000 56 000 WY WYOMING                                914       1814       51899    27895
06 000 33 000 NH NEW HAMPSHIRE                          683       1182       36143    30384
06 000 23 000 ME MAINE                                  651       1148       28039    25799
06 000 46 000 SD SOUTH DAKOTA                           644       1266       33291    28429
06 000 44 000 RI RHODE ISLAND                           581       1126       32632    34791
06 000 38 000 ND NORTH DAKOTA                           426        781       13878    22618
06 000 54 000 WV WEST VIRGINIA                          373        735       16143    24526
06 000 50 000 VT VERMONT                                363        578       17634    24374
06 000 10 000 DE DELAWARE                               345        662       21437    30416
08 000 96 000 CO CO Total Mig - US & For              67961     128544     3325691    25952
08 000 97 000 CO CO Total Mig - US                    65775     124340     3235303    26089
08 000 98 000 CO CO Total Mig - Foreign                2186       4204       90388    22839
08 000 08 000 CO CO Non-Migrants                    1627578    3509546   105133676    39509
08 000 06 000 CA CALIFORNIA                            7741      13419      389180    24929
08 000 48 000 TX TEXAS                                 7061      15082      362641    27018
08 000 04 000 AZ ARIZONA                               3945       7420      220431    28780
08 000 12 000 FL FLORIDA                               3151       5568      173040    26436
08 000 53 000 WA WASHINGTON                            2558       4606      130894    27562
08 000 35 000 NM NEW MEXICO                            2324       4721      108735    24999
08 000 57 000 FR Foreign                               2186       4204       90388    22839
08 000 17 000 IL ILLINOIS                              1943       3346       98815    26085
08 000 56 000 WY WYOMING                               1782       3330       78067    26456
08 000 51 000 VA VIRGINIA                              1743       3401      100816    32762
08 000 36 000 NY NEW YORK                              1731       2631       75189    23389
08 000 49 000 UT UTAH                                  1694       3673       78458    26352
08 000 32 000 NV NEVADA                                1684       3079       88480    28102
08 000 20 000 KS KANSAS                                1616       3379       62454    23765
08 000 41 000 OR OREGON                                1508       2503       65431    23423
08 000 29 000 MO MISSOURI                              1495       2959       68578    24419
08 000 13 000 GA GEORGIA                               1454       3000       67823    25767
08 000 37 000 NC NORTH CAROLINA                        1397       2669       67844    27614
